etID  | Input | Balkan Romance | Common Romanian | Output {GOLD}
1252   | #raskulˈaː# | *#raskulˈa# | *#rrəskuɾˈa# | *#rɨskurˈa# {GOLD: #rəʃkjˈa#}
1253   | #retˈeː# | *#retˈe# | *#rretˈe# | *#rətˈe# {GOLD: #ret͡se̯ˈa#}
1254   | #spˈatʰam# | *#spˈata# | *#spˈatə# | *#spˈatə# {GOLD: #spˈatə#}
1255   | #skwˈaːmam# | *#spˈama# | *#spˈəmə# | *#spˈəmə# {GOLD: #skˈamə#}
1256   | #stˈuppam# | *#stˈupa# | *#stˈupə# | *#stˈupə# {GOLD: #stˈupə#}
1257   | #tendˈikulam# | *#tendˈekula# | *#tende̯ˈakuɾə# | *#tinde̯ˈakurə# {GOLD: #tindˈeke#}
1258   | #tˈekse# | *#tˈɛpse# | *#t͡se̯ˈapse# | *#t͡sˈapse# {GOLD: #t͡sˈese#}
1259   | #tˈorkwe# | *#tˈort͡ʃe# | *#to̯ˈaɾt͡ʃe# | *#to̯ˈart͡ʃe# {GOLD: #to̯ˈart͡ʃe#}
1260   | #tˈortum# | *#tˈortu# | *#tˈoɾtu# | *#tˈort# {GOLD: #tˈort#}
1261   | #ˈasklam# | *#ˈaskla# | *#ˈaskʎe# | *#ˈaskje# {GOLD: #ˈaʃkje#}
1262   | #dˈoɡam# | *#dˈoɡa# | *#do̯ˈaɡə# | *#do̯ˈaɡə# {GOLD: #do̯ˈaɡə#}
1263   | #doɡˈaːrium# | *#doɡˈard͡ʒu# | *#duɡˈaɾd͡ʒu# | *#duɡˈarʒ# {GOLD: #doɡˈar#}
1264   | #dolˈaː# | *#dolˈa# | *#duɾˈa# | *#durˈa# {GOLD: #durˈa#}
1265   | #liɡnˈaːrium# | *#lennˈard͡ʒu# | *#lennˈaɾd͡ʒu# | *#linˈarʒ# {GOLD: #lemnˈar#}
1266   | #mˈalleum# | *#mˈalld͡ʒu# | *#mˈald͡ʒu# | *#mˈalʒ# {GOLD: #mˈaj#}
1267   | #pˈaːlum# | *#pˈalu# | *#pˈaɾu# | *#pˈar# {GOLD: #pˈar#}
1268   | #skandˈulam# | *#skandˈula# | *#skəndˈuɾə# | *#skɨndˈurə# {GOLD: #skɨndˈurə#}
1269   | #sekˈuːrem# | *#sekˈure# | *#sekˈuɾe# | *#sekˈure# {GOLD: #sekˈure#}
1270   | #arɡentˈaːrium# | *#ard͡ʒentˈard͡ʒu# | *#aɾd͡ʒentˈaɾd͡ʒu# | *#ard͡ʒintˈarʒ# {GOLD: #ard͡ʒintˈar#}
1271   | #awrˈaːrium# | *#awrˈard͡ʒu# | *#awɾˈaɾd͡ʒu# | *#awrˈarʒ# {GOLD: #awrˈar#}
1272   | #klˈaːwem# | *#klˈae# | *#kʎˈae# | *#kjˈae# {GOLD: #kˈeje#}
1273   | #fˈabrum# | *#fˈawru# | *#fˈawɾu# | *#fˈawr# {GOLD: #fˈawr#}
1274   | #ferrˈaːrium# | *#ferrˈard͡ʒu# | *#ferrˈaɾd͡ʒu# | *#fɨrˈarʒ# {GOLD: #fjerˈar#}
1275   | #fˈollem# | *#fˈolle# | *#fo̯ˈale# | *#fo̯ˈale# {GOLD: #fo̯ˈale#}
1276   | #lˈaːminam# | *#lˈamna# | *#lˈamnə# | *#lˈamnə# {GOLD: #lˈamurə#}
1277   | #ˈalweum# | *#ˈalbd͡ʒu# | *#ˈalbd͡ʒu# | *#ˈalbʒ# {GOLD: #ˈalbje#}
1278   | #bˈuttem# | *#bˈute# | *#bˈute# | *#bˈute# {GOLD: #bˈute#}
1279   | #kaldˈaːriam# | *#kaldˈard͡ʒa# | *#kəldˈaɾd͡ʒə# | *#kəldˈard͡ʒə# {GOLD: #kəldˈare#}
1280   | #kˈuppam# | *#kˈupa# | *#kˈupə# | *#kˈupə# {GOLD: #kˈupə#}
1281   | #ɡallˈeːtam# | *#ɡallˈeta# | *#ɡəle̯ˈatə# | *#ɡəle̯ˈatə# {GOLD: #ɡəle̯ˈatə#}
1282   | #ˈoːllam# | *#ˈolla# | *#o̯ˈawə# | *#o̯ˈawə# {GOLD: #o̯ˈalə#}
1283   | #oːllˈaːrium# | *#ollˈard͡ʒu# | *#ulˈaɾd͡ʒu# | *#ulˈarʒ# {GOLD: #olˈar#}
1284   | #oːllikˈellam# | *#ollet͡ʃˈɛlla# | *#ulet͡ʃe̯ˈawə# | *#ulet͡ʃe̯ˈawə# {GOLD: #ult͡ʃe̯ˈa#}
1285   | #sˈakkum# | *#sˈaku# | *#sˈaku# | *#sˈak# {GOLD: #sˈak#}
1286   | #tˈestum# | *#tˈɛstu# | *#t͡sˈestu# | *#t͡sˈest# {GOLD: #t͡sˈest#}
1287   | #urkeˈolum# | *#urd͡ʒˈolu# | *#uɾd͡ʒˈoɾu# | *#urʒˈor# {GOLD: #urt͡ʃˈor#}
1288   | #wˈaːsum# | *#ˈasu# | *#ˈasu# | *#ˈas# {GOLD: #vˈas#}
1289   | #bˈaiulum# | *#bˈɛlu# | *#bjˈeɾu# | *#bjˈer# {GOLD: #bˈajer#}
1290   | #korrˈiɡiam# | *#korrˈed͡za# | *#kurre̯ˈad͡zə# | *#kure̯ˈazə# {GOLD: #kure̯ˈa#}
1291   | #kotˈiːtum# | *#kotˈitu# | *#kut͡sˈitu# | *#kut͡sˈit# {GOLD: #kut͡sˈit#}
1292   | #ɡrˈaːtim# | *#ɡrˈati# | *#ɡɾˈat͡si# | *#ɡrˈat͡sj̊# {GOLD: #ɡrˈatje#}
1293   | #fˈimbriam# | *#fˈembrd͡ʒa# | *#fˈembɾd͡ʒə# | *#fˈəmbrd͡ʒə# {GOLD: #frɨnɡˈije#}
1294   | #fˈorfikem# | *#fˈorfet͡ʃe# | *#fo̯ˈaɾfet͡ʃe# | *#fo̯ˈarfet͡ʃe# {GOLD: #fo̯ˈarfet͡ʃe#}
1295   | #fˈuːnem# | *#fˈune# | *#fˈune# | *#fˈune# {GOLD: #fˈunje#}
1296   | #lawatˈuːram# | *#laatˈura# | *#ləatˈuɾə# | *#ləatˈurə# {GOLD: #lətˈurə#}
1297   | #liksˈiːwiam# | *#lsˈid͡ʒa# | *#lʃˈid͡ʒə# | *#lʃˈid͡ʒə# {GOLD: #leʃˈije#}
1298   | #spˈuːmam# | *#spˈuma# | *#spˈumə# | *#spˈumə# {GOLD: #spˈumə#}
1299   | #sˈuːbulam# | *#sˈuɡula# | *#sˈuɡuɾə# | *#sˈuɡurə# {GOLD: #sˈulə#}
1300   | #tˈortam# | *#tˈorta# | *#to̯ˈaɾtə# | *#to̯ˈartə# {GOLD: #to̯ˈartə#}
1301   | #klaːmˈa# | *#klamˈa# | *#kʎemˈa# | *#kimˈa# {GOLD: #kemˈa#}
1302   | #konwˈentum# | *#konˈɛntu# | *#kunˈentu# | *#kunˈint# {GOLD: #kuvˈɨnt#}
1303   | #dˈiːke# | *#dˈit͡ʃe# | *#d͡zˈit͡ʃe# | *#zˈit͡ʃe# {GOLD: #zˈit͡ʃe#}
1304   | #ekspˈoːne# | *#spˈone# | *#spˈune# | *#spˈune# {GOLD: #spˈune#}
1305   | #inɡannˈaː# | *#enɡannˈa# | *#enɡənnˈa# | *#inɡɨnˈa# {GOLD: #ɨnɡɨnˈa#}
1306   | #lˈinɡwa# | *#lˈemba# | *#lˈembə# | *#lˈimbə# {GOLD: #lˈimbə#}
1307   | #nˈoːmen# | *#nˈome# | *#nˈume# | *#nˈume# {GOLD: #nˈume#}
1308   | #oːrˈaː# | *#orˈa# | *#uɾˈa# | *#urˈa# {GOLD: #urˈa#}
1309   | #respˈonde# | *#rspˈonde# | *#rrspˈonde# | *#rspˈonde# {GOLD: #rəspˈunde#}
1310   | #striɡˈaː# | *#streɡˈa# | *#stɾeɡˈa# | *#streɡˈa# {GOLD: #striɡˈa#}
1311   | #prehˈende# | *#prjˈɛnde# | *#p?0ˈende# | *#p?1ˈinde# {GOLD: #prˈinde#}
1312   | #habˈeː# | *#aˈe# | *#aˈe# | *#aˈe# {GOLD: #ave̯ˈa#}
1313   | #habˈeːbat# | *#aˈea# | *#ae̯a# | *#ae̯a# {GOLD: #ave̯ˈa#}
1314   | #kˈae̯lum# | *#kˈae̯lu# | *#kˈae̯ɾu# | *#kˈae̯r# {GOLD: #t͡ʃˈer#}
1315   | #dˈae̯dam# | *#dˈae̯da# | *#dˈae̯də# | *#dˈae̯də# {GOLD: #zˈadə#}
1316   | #fˈae̯num# | *#fˈae̯nu# | *#fˈae̯nu# | *#fˈae̯n# {GOLD: #fˈɨn#}
1317   | #fˈoe̯tum# | *#fwˈetu# | *#fwˈetu# | *#fwˈet# {GOLD: #fˈət#}
1318   | #fˈoe̯ta# | *#fwˈeta# | *#fwe̯ˈatə# | *#fwe̯ˈatə# {GOLD: #fˈatə#}
1319   | #askultˈaː# | *#askultˈa# | *#askultˈa# | *#askultˈa# {GOLD: #askultˈa#}
1320   | #kwˈem# | *#t͡ʃˈɛ# | *#t͡ʃˈe# | *#t͡ʃˈe# {GOLD: #t͡ʃˈine#}
1321   | #pˈeːnsum# | *#pˈesu# | *#pˈesu# | *#pˈəs# {GOLD: #pˈəs#}
1322   | #prˈeːnsum# | *#prˈesu# | *#pɾˈesu# | *#prˈes# {GOLD: #prˈins#}
1323   | #respˈoːnsum# | *#rspˈosu# | *#rrspˈosu# | *#rspˈos# {GOLD: #rəspˈuns#}
1324   | #oːrˈikulam# | *#orˈekula# | *#uɾe̯ˈakuɾə# | *#ure̯ˈakurə# {GOLD: #urˈeke#}
1325   | #ˈokulum# | *#ˈokulu# | *#ˈokuɾu# | *#ˈokur# {GOLD: #ˈokj#}
1326   | #dˈominum# | *#dˈomnu# | *#dˈomnu# | *#dˈomn# {GOLD: #dˈomn#}
1327   | #dˈomina# | *#dˈomna# | *#dˈomnə# | *#dˈomnə# {GOLD: #do̯ˈamnə#}
1328   | #wˈiridem# | *#ˈerede# | *#e̯ˈaɾede# | *#ˈerede# {GOLD: #vˈerde#}
1329   | #kˈaput# | *#kˈapu# | *#kˈapu# | *#kˈap# {GOLD: #kˈap#}
1330   | #tˈenet# | *#tˈɛne# | *#t͡sˈene# | *#t͡sˈine# {GOLD: #t͡sˈine#}
1331   | #wˈidet# | *#ˈede# | *#e̯ˈade# | *#ˈede# {GOLD: #vˈede#}
1332   | #rˈiːdet# | *#rˈide# | *#rrjˈide# | *#rˈide# {GOLD: #rˈɨde#}
1333   | #dˈuːk# | *#dˈu# | *#dˈu# | *#d# {GOLD: #dˈu#}
1334   | #sˈanɡwen# | *#sˈand͡ʒe# | *#sˈand͡ʒe# | *#sˈand͡ʒe# {GOLD: #sˈɨnd͡ʒe#}
1335   | #nˈon# | *#nˈo# | *#nˈo# | *#nˈo# {GOLD: #nˈu#}
1336   | #mˈel# | *#mˈɛle# | *#mje̯ˈaɾe# | *#mjˈere# {GOLD: #mjˈere#}
1337   | #fˈel# | *#fˈɛle# | *#fje̯ˈaɾe# | *#fjˈere# {GOLD: #fjˈere#}
1338   | #sˈal# | *#sˈale# | *#sˈaɾe# | *#sˈare# {GOLD: #sˈare#}
1339   | #ˈinter# | *#ˈentre# | *#ˈentɾe# | *#ˈintre# {GOLD: #ˈɨntre#}
1340   | #pˈer# | *#prˈɛ# | *#p?0ˈe# | *#p?1ˈe# {GOLD: #pˈe#}
1341   | #wˈekka# | *#ˈɛka# | *#je̯ˈakə# | *#jˈakə# {GOLD: #vˈakə#}
1342   | #ˈoːwum# | *#ˈou# | *#ˈou# | *#ˈo# {GOLD: #ˈow#}
1343   | #kˈerwum# | *#t͡ʃˈɛru# | *#t͡ʃˈeɾu# | *#t͡ʃˈer# {GOLD: #t͡ʃˈerb#}
1344   | #juːrˈaː# | *#d͡ʒurˈa# | *#d͡ʒuɾˈa# | *#ʒurˈa# {GOLD: #ʒurˈa#}
1345   | #jˈoːwis# | *#d͡ʒˈoi# | *#d͡ʒˈoji# | *#ʒˈoj̊# {GOLD: #ʒˈoj#}
1346   | #frˈaːnktum# | *#frˈantu# | *#fɾˈantu# | *#frˈant# {GOLD: #frˈɨnt#}
1347   | #dˈorsum# | *#dˈosu# | *#dˈosu# | *#dˈos# {GOLD: #dˈos#}
1348   | #deˈorsum# | *#d͡ʒˈosu# | *#d͡ʒˈosu# | *#ʒˈos# {GOLD: #ʒˈos#}
1349   | #pˈersikam# | *#pˈɛseka# | *#pje̯ˈasekə# | *#pjˈesekə# {GOLD: #pjˈersekə#}
1350   | #sˈeptem# | *#sˈɛpte# | *#ʃe̯ˈapte# | *#ʃˈapte# {GOLD: #ʃˈapte#}
1351   | #kˈoksam# | *#kˈopsa# | *#ko̯ˈapsə# | *#ko̯ˈapsə# {GOLD: #ko̯ˈapsə#}
1352   | #frˈiːksi# | *#frˈipsi# | *#f?0ˈipʃi# | *#f?1ˈipʃj̊# {GOLD: #frˈipse#}
1353   | #lˈaktem# | *#lˈapte# | *#lˈapte# | *#lˈapte# {GOLD: #lˈapte#}
1354   | #fˈaktum# | *#fˈaptu# | *#fˈaptu# | *#fˈapt# {GOLD: #fˈapt#}
1355   | #lˈukto# | *#lˈupto# | *#lˈuptu# | *#lˈupt# {GOLD: #lˈupt#}
1356   | #pˈektinem# | *#pˈɛptene# | *#pje̯ˈaptene# | *#pjˈeptine# {GOLD: #pjˈeptene#}
1357   | #pˈektum# | *#pˈɛptu# | *#pjˈeptu# | *#pjˈept# {GOLD: #pjˈept#}
1358   | #dˈiɡnum# | *#dˈemnu# | *#dˈemnu# | *#dˈimn# {GOLD: #dˈemn#}
1359   | #lˈiɡnum# | *#lˈemnu# | *#lˈemnu# | *#lˈimn# {GOLD: #lˈemn#}
1360   | #pˈuɡnum# | *#pˈumnu# | *#pˈumnu# | *#pˈumn# {GOLD: #pˈumn#}
1361   | #eksˈiː# | *#sˈi# | *#ʃˈi# | *#ʃj̊# {GOLD: #jeʃˈi#}
1362   | #fraksinˈeːtum# | *#frasenˈetu# | *#fɾəsenˈetu# | *#frəsinˈet# {GOLD: #frəsinˈet#}
1363   | #koɡnˈaːtum# | *#konnˈatu# | *#kunnˈatu# | *#kunˈat# {GOLD: #kumnˈat#}
1364   | #ˈakwa# | *#ˈapa# | *#ˈapə# | *#ˈapə# {GOLD: #ˈapə#}
1365   | #ˈekwa# | *#ˈɛpa# | *#je̯ˈapə# | *#jˈapə# {GOLD: #jˈapə#}
1366   | #lˈinɡwa# | *#lˈemba# | *#lˈembə# | *#lˈimbə# {GOLD: #lˈimbə#}
1367   | #ˌinterroɡˈaː# | *#enterroɡˈa# | *#enterruɡˈa# | *#interuɡˈa# {GOLD: #ɨntrebˈa#}
1368   | #skˈalam# | *#skˈala# | *#skˈaɾə# | *#skˈarə# {GOLD: #skˈarə#}
1369   | #mulˈierem# | *#mulere# | *#muɾeɾe# | *#murere# {GOLD: #mujˈere#}
1370   | #parˈietem# | *#parete# | *#pəɾete# | *#pərete# {GOLD: #perˈete#}
1371   | #lˈakweum# | *#lˈakbd͡ʒu# | *#lˈakbd͡ʒu# | *#lˈakbʒ# {GOLD: #lˈat͡s#}
1372   | #kamˈisiam# | *#kamˈesd͡ʒa# | *#kəme̯ˈasd͡ʒə# | *#kəmˈasd͡ʒə# {GOLD: #kəmˈaʃə#}
1373   | #ɡlˈakiam# | *#ɡlˈad͡za# | *#ɡʎˈad͡zə# | *#ɡjˈazə# {GOLD: #ɡe̯ˈat͡sə#}
1374   | #bˈene# | *#bˈɛne# | *#bjˈene# | *#bˈine# {GOLD: #bˈine#}
1375   | #fˈerrum# | *#fˈɛrru# | *#fjˈerru# | *#fjˈer# {GOLD: #fjˈer#}
1376   | #fˈakitis# | *#fˈat͡ʃeti# | *#fˈat͡ʃet͡si# | *#fˈat͡ʃet͡sj̊# {GOLD: #fˈat͡ʃet͡sj#}
1377   | #pˈilum# | *#pˈelu# | *#pˈeɾu# | *#pˈər# {GOLD: #pˈər#}
1378   | #pˈirum# | *#pˈeru# | *#pˈeɾu# | *#pˈər# {GOLD: #pˈər#}
1379   | #wˈeːnam# | *#ˈena# | *#ˈenə# | *#ˈinə# {GOLD: #vˈɨnə#}
1380   | #fˈeːtam# | *#fˈeta# | *#fe̯ˈatə# | *#fˈatə# {GOLD: #fˈatə#}
1381   | #mˈeːnsam# | *#mˈesa# | *#me̯ˈasə# | *#mˈasə# {GOLD: #mˈasə#}
1382   | #kˈuneum# | *#kˈund͡ʒu# | *#kˈund͡ʒu# | *#kˈunʒ# {GOLD: #kˈuj#}
1383   | #wˈiːnum# | *#ˈinu# | *#jˈinu# | *#ˈin# {GOLD: #vˈin#}
1384   | #speːrˈaː# | *#sperˈa# | *#speɾˈa# | *#spərˈa# {GOLD: #sperˈa#}
1385   | #estraːpˈunɡe# | *#strapˈund͡ʒe# | *#stɾəpˈund͡ʒe# | *#strəpˈund͡ʒe# {GOLD: #strəpˈund͡ʒe#}
1386   | #kwˈerrum# | *#t͡ʃˈɛrru# | *#t͡ʃˈerru# | *#t͡ʃˈer# {GOLD: #t͡ʃˈer#}
1387   | #rˈiːwum# | *#rˈiu# | *#rrjˈiu# | *#rˈi# {GOLD: #rˈɨw#}
1388   | #kˈokwe# | *#kˈot͡ʃe# | *#ko̯ˈat͡ʃe# | *#ko̯ˈat͡ʃe# {GOLD: #ko̯ˈat͡ʃe#}
1389   | #ˈunɡwe# | *#ˈund͡ʒe# | *#ˈund͡ʒe# | *#ˈund͡ʒe# {GOLD: #ˈund͡ʒe#}
1390   | #adjuːtˈaː# | *#ad͡ʒutˈa# | *#ad͡ʒutˈa# | *#aʒutˈa# {GOLD: #aʒutˈa#}
1391   | #fˈakiam# | *#fˈad͡za# | *#fˈad͡zə# | *#fˈazə# {GOLD: #fˈat͡sə#}
1392   | #rˈobeum# | *#rˈod͡zu# | *#rrˈod͡zu# | *#rˈoz# {GOLD: #rˈojb#}
1393   | #ˈabia# | *#ˈad͡za# | *#ˈad͡zə# | *#ˈazə# {GOLD: #ˈajbə#}
1394   | #skˈabiam# | *#skˈad͡za# | *#skˈad͡zə# | *#skˈazə# {GOLD: #skˈajbə#}
1395   | #stˈablum# | *#stˈawlu# | *#stˈawɾu# | *#stˈawr# {GOLD: #stˈawl#}
1396   | #kˈiːbrum# | *#t͡ʃˈiwru# | *#t͡ʃˈiwɾu# | *#t͡ʃˈiwr# {GOLD: #t͡ʃˈur#}
1397   | #skˈamnum# | *#skˈamnu# | *#skˈamnu# | *#skˈamn# {GOLD: #skˈawn#}
1398   | #dˈamnam# | *#dˈamna# | *#dˈamnə# | *#dˈamnə# {GOLD: #dˈawnə#}
1399   | #ˈuːber# | *#ˈuwre# | *#ˈuwɾe# | *#ˈuwre# {GOLD: #ˈud͡ʒer#}
1400   | #nˈebulam# | *#nˈɛɡula# | *#ɲe̯ˈaɡuɾə# | *#jˈaɡurə# {GOLD: #nˈeɡurə#}
1401   | #rˈubum# | *#rˈuɡu# | *#rrˈuɡu# | *#rˈuɡ# {GOLD: #rˈuɡ#}
1402   | #nˈae̯wum# | *#nˈae̯u# | *#nˈae̯u# | *#nˈae̯# {GOLD: #nˈeɡ#}
1403   | #awˈunkulum# | *#aˈunkulu# | *#aˈunkuɾu# | *#aˈunkur# {GOLD: #ˈunkj#}
1404   | #bˈibe# | *#bˈee# | *#be̯ˈae# | *#bˈae# {GOLD: #be̯ˈa#}
1405   | #addˈuːkoː# | *#adˈuko# | *#adˈuku# | *#adˈuk# {GOLD: #adˈuk#}
1406   | #ˈannum# | *#ˈannu# | *#ˈannu# | *#ˈan# {GOLD: #ˈan#}
1407   | #skˈioː# | *#st͡ʃˈo# | *#ʃt͡ʃˈo# | *#ʃʃˈo# {GOLD: #ʃtjˈu#}
1408   | #skˈiːs# | *#st͡ʃˈij# | *#ʃt͡ʃˈij# | *#ʃt͡ʃˈij# {GOLD: #ʃtˈij#}
1409   | #nˈos# | *#nˈoj# | *#nˈoj# | *#nˈoj# {GOLD: #nˈoj#}
1410   | #wˈos# | *#ˈoj# | *#ˈoj# | *#ˈoj# {GOLD: #vˈoj#}
1411   | #trˈes# | *#trˈɛj# | *#t?0ˈej# | *#t?1ˈej# {GOLD: #trˈej#}
1412   | #ˈaudiːs# | *#ˈawdi# | *#ˈawd͡zi# | *#ˈawzj̊# {GOLD: #ˈawzj#}
1413   | #kˈasae̯# | *#kˈasae̯# | *#kˈasəe̯# | *#kˈasəe̯# {GOLD: #kˈase#}
1414   | #lˈupiː# | *#lˈupi# | *#lˈupji# | *#lˈupj̊# {GOLD: #lˈupj#}
1415   | #lˈinɡwam# | *#lˈemba# | *#lˈembə# | *#lˈimbə# {GOLD: #lˈimbə#}
1416   | #kwˈandoː# | *#pˈando# | *#pˈandu# | *#pˈand# {GOLD: #kˈɨnd#}
1417   | #ˈeste# | *#ˈɛste# | *#je̯ˈaste# | *#jˈeste# {GOLD: #jˈeste#}
1418   | #ˈille# | *#ˈelle# | *#e̯ˈale# | *#ˈele# {GOLD: #jˈel#}
1419   | #ˈilla# | *#ˈella# | *#e̯ˈawə# | *#e̯ˈawə# {GOLD: #jˈa#}
1420   | #ˈilliː# | *#ˈelli# | *#ˈeʎi# | *#ˈej̊# {GOLD: #jˈej#}
1421   | #ˈillae̯# | *#ˈellae̯# | *#e̯ˈawəe̯# | *#e̯ˈawəe̯# {GOLD: #jˈele#}
1422   | #ˈeo# | *#jˈo# | *#jˈo# | *#jˈo# {GOLD: #jˈew#}
1423   | #ˈe# | *#ˈɛ# | *#jˈe# | *#jˈe# {GOLD: #jˈe#}
1424   | #ˈera# | *#ˈɛra# | *#je̯ˈaɾə# | *#jˈarə# {GOLD: #jerˈa#}
1425   | #nˈiɡrum# | *#nˈeɡru# | *#nˈeɡɾu# | *#nˈeɡrw̍# {GOLD: #nˈeɡru#}
1426   | #nˈiɡram# | *#nˈeɡra# | *#ne̯ˈaɡɾə# | *#ne̯ˈaɡrə# {GOLD: #ne̯ˈaɡrə#}
1427   | #nˈiɡrae̯# | *#nˈeɡrae̯# | *#ne̯ˈaɡɾəe̯# | *#ne̯ˈaɡrəe̯# {GOLD: #nˈeɡre#}
1428   | #sˈeːram# | *#sˈera# | *#se̯ˈaɾə# | *#se̯ˈarə# {GOLD: #se̯ˈarə#}
1429   | #dˈekem# | *#dˈɛt͡ʃe# | *#d͡ze̯ˈat͡ʃe# | *#zˈet͡ʃe# {GOLD: #zˈet͡ʃe#}
1430   | #mˈollam# | *#mˈolla# | *#mo̯ˈawə# | *#mo̯ˈawə# {GOLD: #mo̯ˈalə#}
1431   | #stˈeːllam# | *#stˈella# | *#ste̯ˈawə# | *#ste̯ˈawə# {GOLD: #ste̯ˈa#}
1432   | #pˈennam# | *#pˈɛnna# | *#pjˈennə# | *#pˈinə# {GOLD: #pˈanə#}
1433   | #bˈonam# | *#bˈona# | *#bˈunə# | *#bˈunə# {GOLD: #bˈunə#}
1434   | #mˈea# | *#mjˈa# | *#mjˈa# | *#mjˈa# {GOLD: #me̯ˈa#}
1435   | #mˈontem# | *#mˈonte# | *#mˈonte# | *#mˈonte# {GOLD: #mˈunte#}
1436   | #ɡallˈiːnam# | *#ɡallˈina# | *#ɡəʎˈinə# | *#ɡəˈinə# {GOLD: #ɡəˈinə#}
1437   | #parˈentem# | *#parˈɛnte# | *#pəɾˈente# | *#pərˈinte# {GOLD: #pərˈinte#}
1438   | #saːnitˈaːtem# | *#sanetˈate# | *#sənetˈate# | *#sɨnetˈate# {GOLD: #sənətˈate#}
1439   | #kiːwitˈaːtem# | *#t͡ʃietˈate# | *#t͡ʃietˈate# | *#t͡ʃietˈate# {GOLD: #t͡ʃetˈate#}
1440   | #dˈiːkoː# | *#dˈiko# | *#d͡zˈiku# | *#zˈik# {GOLD: #zˈik#}
1441   | #sˈessum# | *#sˈɛsu# | *#ʃˈesu# | *#ʃˈes# {GOLD: #ʃˈes#}
1442   | #patˈiː# | *#patˈi# | *#pət͡sˈi# | *#pət͡sj̊# {GOLD: #pət͡sˈi#}
1443   | #ekskˈawum# | *#skˈau# | *#skˈau# | *#skˈa# {GOLD: #skˈəw#}
1444   | #ekskoriˈaː# | *#skord͡ʒˈa# | *#skuɾd͡ʒˈa# | *#skurd͡ʒˈa# {GOLD: #zɡɨrjˈa#}
1445   | #ekstrapˈunɡe# | *#strapˈund͡ʒe# | *#stɾəpˈund͡ʒe# | *#strəpˈund͡ʒe# {GOLD: #strəpˈund͡ʒe#}
1446   | #kwˈae̯roː# | *#pˈae̯ro# | *#pˈae̯ɾu# | *#pˈae̯r# {GOLD: #t͡ʃˈer#}
1447   | #tˈempum# | *#tˈɛmpu# | *#tˈempu# | *#tˈimp# {GOLD: #tˈimp#}
1448   | #famˈiliam# | *#famˈeld͡ʒa# | *#fəme̯ˈald͡ʒə# | *#fəmˈald͡ʒə# {GOLD: #fəmˈeje#}
